ID,Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian
92,3,5,0.41667,-0.43999,0.7233,0.28783,0.7583,0.88113,0.7654,CL2,CL0,CL0,CL3,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
93,2,4,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
94,6,2,-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
95,4,8,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
96,4,8,-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,CL6,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
97,3,7,0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,CL4,CL1,CL0,CL0,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
98,4,8,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,CL5,CL1,CL0,CL1,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
99,3,9,-1.1943,-0.43999,-0.01928,-0.60633,0.93949,-0.21712,1.2247,CL4,CL1,CL0,CL0,CL6,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100,2,7,-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,CL6,CL2,CL0,CL3,CL6,CL3,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
101,2,8,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,CL6,CL3,CL3,CL4,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL3,CL2,CL2,CL0,CL3,CL0,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
102,4,2,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
103,4,4,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,CL6,CL1,CL3,CL4,CL6,CL1,CL4,CL4,CL1,CL2,CL2,CL1,CL1,CL2,CL0,CL2,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
104,4,5,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
105,2,6,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
106,3,5,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
107,2,6,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
108,3,2,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,CL5,CL3,CL0,CL0,CL6,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
109,2,7,-0.46725,2.127,0.14143,0.13136,0.7583,1.86203,1.2247,CL5,CL0,CL0,CL3,CL6,CL3,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
110,4,6,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,CL5,CL1,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
111,4,8,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
112,2,8,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,CL6,CL1,CL0,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
113,2,7,-1.1943,0.32197,0.88309,-1.21213,-0.78155,-0.21712,-0.21575,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
114,4,5,0.04257,0.63779,0.29338,0.13136,0.7583,0.19268,-0.21575,CL4,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
115,3,6,-2.3436,1.93886,1.43533,-0.76096,-1.38502,1.86203,1.2247,CL4,CL1,CL1,CL2,CL6,CL6,CL4,CL1,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
116,2,5,0.22393,-0.57545,-0.84732,0.28783,1.13407,-1.37983,-2.07848,CL5,CL1,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
117,3,5,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,CL4,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
118,2,7,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,CL5,CL1,CL1,CL3,CL6,CL1,CL5,CL3,CL0,CL3,CL2,CL2,CL2,CL2,CL0,CL3,CL4,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
119,3,6,1.8399,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,CL5,CL0,CL0,CL6,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
120,3,7,-0.34799,0.63779,-0.97631,0.28783,1.46191,-0.21712,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
121,2,8,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
122,3,5,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
123,5,8,0.22393,0.16767,-0.17779,-0.30172,-0.89891,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
124,2,7,0.22393,-0.69509,-0.45174,-0.01729,0.12331,1.29221,0.07987,CL5,CL1,CL0,CL0,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
125,4,2,-0.34799,1.93886,0.29338,0.43852,0.58489,-0.21712,-0.21575,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
126,5,7,-0.46725,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
127,4,7,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
128,4,3,-0.34799,-0.80615,-0.84732,0.28783,0.93949,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
129,3,9,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
130,4,8,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
131,4,2,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
132,4,2,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
133,3,4,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
134,3,8,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
135,2,8,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
136,3,2,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
137,4,7,-0.14882,-0.30033,-1.68062,1.81866,1.63088,1.29221,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
138,4,7,-1.1943,1.58487,0.29338,0.76096,0.41594,-2.55524,-1.18084,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
139,5,7,-0.46725,-0.80615,0.14143,0.28783,0.93949,-1.37983,-1.18084,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
140,4,2,-0.05188,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
141,2,7,1.98437,0.32197,1.43533,0.94156,-0.27607,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
142,3,2,-0.79151,0.63779,-1.11902,1.2861,0.58489,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
143,3,3,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
144,3,5,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
145,4,5,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
146,4,7,-0.46725,0.16767,-1.11902,2.23427,0.7583,1.29221,0.40148,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
147,5,5,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
148,3,8,-0.58016,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
149,3,5,-0.05188,-1.09207,-2.63199,-0.91699,0.25953,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
150,4,7,-0.79151,1.93886,-0.71727,2.03972,1.63088,-0.21712,-1.18084,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
151,3,6,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
152,3,7,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
153,2,7,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
154,2,7,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
155,1,6,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
156,3,7,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
157,3,6,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
158,2,2,-1.05308,1.11406,-1.82919,-0.45321,0.7583,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
159,3,7,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
160,4,6,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
161,4,8,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
162,3,7,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
163,2,7,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
164,2,6,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
165,2,9,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
166,4,8,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
167,1,6,1.49158,-1.23177,0.7233,-2.35413,-1.92173,0.88113,0.07987,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
168,2,5,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
169,2,7,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
170,1,4,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
171,4,2,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
172,3,8,-0.34799,0.96248,2.15324,0.76096,-0.78155,1.29221,1.92173,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
173,4,5,0.52135,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
174,3,7,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
175,3,5,1.02119,-0.57545,-2.21069,0.76096,-1.5184,0.88113,0.07987,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
176,5,7,0.62967,0.00332,0.44585,1.2861,0.12331,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
177,3,7,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
178,3,7,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
179,4,7,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
180,3,5,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
181,4,5,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
182,2,9,-1.32828,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
183,3,6,0.31287,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
